8.566416049003601074e+01,5.642900933752527237e+01
8.571416068077087402e+01,5.588568173922025295e+01
8.576416087150573730e+01,5.606677982356998768e+01
8.581416130065917969e+01,5.552341888000915304e+01
8.586416196823120117e+01,5.606677982356998768e+01
8.591416215896606445e+01,5.570455030961470300e+01
8.596416234970092773e+01,5.588568173922025295e+01
8.601416277885437012e+01,5.606677982356998768e+01
8.606416296958923340e+01,5.624791125317553764e+01
8.611416316032409668e+01,5.624791125317553764e+01
8.616416358947753906e+01,5.588568173922025295e+01
8.621416378021240234e+01,5.588568173922025295e+01
8.626416397094726562e+01,5.570455030961470300e+01
8.631416440010070801e+01,5.642900933752527237e+01
8.636416459083557129e+01,5.606677982356998768e+01
8.641416478157043457e+01,5.606677982356998768e+01
8.646416497230529785e+01,5.642900933752527237e+01
8.651416516304016113e+01,5.606677982356998768e+01
8.656416535377502441e+01,5.661014076713082233e+01
8.661416554450988770e+01,5.570455030961470300e+01
8.666416597366333008e+01,5.624791125317553764e+01
8.671416616439819336e+01,5.570455030961470300e+01
8.676416683197021484e+01,5.588568173922025295e+01
8.681416702270507812e+01,5.606677982356998768e+01
8.686416721343994141e+01,5.588568173922025295e+01
8.691416740417480469e+01,5.642900933752527237e+01
8.696416759490966797e+01,5.588568173922025295e+01
8.701416778564453125e+01,5.624791125317553764e+01
8.706416797637939453e+01,5.606677982356998768e+01
8.711416816711425781e+01,5.588568173922025295e+01
8.716416835784912109e+01,5.570455030961470300e+01
8.721416854858398438e+01,5.606677982356998768e+01
8.726416897773742676e+01,5.642900933752527237e+01
8.731416916847229004e+01,5.606677982356998768e+01
8.736416935920715332e+01,5.642900933752527237e+01
8.741417002677917480e+01,5.570455030961470300e+01
8.746417021751403809e+01,5.588568173922025295e+01
8.751417040824890137e+01,5.570455030961470300e+01
8.756417083740234375e+01,5.624791125317553764e+01
8.761417102813720703e+01,5.606677982356998768e+01
8.766417121887207031e+01,5.624791125317553764e+01
8.771417140960693359e+01,5.624791125317553764e+01
8.776417160034179688e+01,5.570455030961470300e+01
8.781417179107666016e+01,5.606677982356998768e+01
8.786417222023010254e+01,5.570455030961470300e+01
8.791417241096496582e+01,5.606677982356998768e+01
8.796417260169982910e+01,5.588568173922025295e+01
8.801417303085327148e+01,5.624791125317553764e+01
8.806417322158813477e+01,5.642900933752527237e+01
8.811417341232299805e+01,5.588568173922025295e+01
8.816417384147644043e+01,5.642900933752527237e+01
8.821417403221130371e+01,5.588568173922025295e+01
8.826417446136474609e+01,5.624791125317553764e+01
8.831417465209960938e+01,5.588568173922025295e+01
8.836417484283447266e+01,5.606677982356998768e+01
8.841417527198791504e+01,5.624791125317553764e+01
8.846417570114135742e+01,5.588568173922025295e+01
8.851417589187622070e+01,5.624791125317553764e+01
8.856417608261108398e+01,5.588568173922025295e+01
8.861417627334594727e+01,5.624791125317553764e+01
8.866417670249938965e+01,5.588568173922025295e+01
8.871417713165283203e+01,5.642900933752527237e+01
8.876417732238769531e+01,5.606677982356998768e+01
8.881417751312255859e+01,5.588568173922025295e+01
8.886417770385742188e+01,5.570455030961470300e+01
8.891417813301086426e+01,5.570455030961470300e+01
8.896417832374572754e+01,5.661014076713082233e+01
