2.384185791015625000e-07,6.372278386896307323e-02
1.020646095275878906e-01,9.289388056401605809e+00
1.520648002624511719e-01,1.146013086492365041e+01
2.020649909973144531e-01,1.363087367344569500e+01
2.520651817321777344e-01,1.580164982722355838e+01
3.020656108856201172e-01,1.724880058448631459e+01
3.520658016204833984e-01,1.960044140582318306e+01
4.020659923553466797e-01,2.339923298442280597e+01
4.520666599273681641e-01,2.557000913820066756e+01
5.020668506622314453e-01,2.701715989546342556e+01
5.520670413970947266e-01,2.774075194672271394e+01
6.020672321319580078e-01,2.973059674242993466e+01
6.520676612854003906e-01,3.190133955095198104e+01
7.020678520202636719e-01,3.262493160221126942e+01
7.520680427551269531e-01,3.352938832102955757e+01
8.020684719085693359e-01,3.461477639791849015e+01
8.520689010620117188e-01,3.660462119362571087e+01
9.020690917968750000e-01,3.714731523207017716e+01
9.520692825317382812e-01,3.696641721925535506e+01
1.002069711685180664e+00,3.877536400214775369e+01
1.052069902420043945e+00,3.895626201496257579e+01
1.102070331573486328e+00,3.895626201496257579e+01
1.152070760726928711e+00,4.022254810466633046e+01
1.202071189880371094e+00,4.058434413029597465e+01
1.252071619033813477e+00,4.094610681066980362e+01
1.302072048187255859e+00,4.185059687474390699e+01
1.352072238922119141e+00,4.221239290037355119e+01
1.402072906494140625e+00,4.203149488755872909e+01
1.452073097229003906e+00,4.293598495163283957e+01
1.502073287963867188e+00,4.311688296444766166e+01
1.552073478698730469e+00,4.311688296444766166e+01
1.602073907852172852e+00,4.384044167045113483e+01
1.652074337005615234e+00,4.402133968326595692e+01
1.702074766159057617e+00,4.365954365763631273e+01
1.752075195312500000e+00,4.510672776015488949e+01
1.802075386047363281e+00,4.456403372171042321e+01
1.852075815200805664e+00,4.456403372171042321e+01
1.902076244354248047e+00,4.546852378578453369e+01
1.952076435089111328e+00,4.510672776015488949e+01
2.002076864242553711e+00,4.510672776015488949e+01
2.052077054977416992e+00,4.564942179859934868e+01
2.102077245712280273e+00,4.546852378578453369e+01
2.152077674865722656e+00,4.564942179859934868e+01
2.202077865600585938e+00,4.583031981141417077e+01
2.252078056335449219e+00,4.564942179859934868e+01
2.302078485488891602e+00,4.637298050460282184e+01
2.352078914642333984e+00,4.601118447897317765e+01
2.402079105377197266e+00,4.601118447897317765e+01
2.452079296112060547e+00,4.673477653023246603e+01
2.502079486846923828e+00,4.637298050460282184e+01
2.552079916000366211e+00,4.637298050460282184e+01
2.602105140686035156e+00,4.673477653023246603e+01
2.652105569839477539e+00,4.637298050460282184e+01
2.702105760574340820e+00,4.691567454304728813e+01
2.752108097076416016e+00,4.709657255586211022e+01
2.802108764648437500e+00,4.655387851741764393e+01
2.852108955383300781e+00,4.727747056867693232e+01
2.902109146118164062e+00,4.673477653023246603e+01
2.952109575271606445e+00,4.691567454304728813e+01
3.002110004425048828e+00,4.709657255586211022e+01
3.052110671997070312e+00,4.673477653023246603e+01
3.102110862731933594e+00,4.727747056867693232e+01
3.152111291885375977e+00,4.727747056867693232e+01
3.202111482620239258e+00,4.709657255586211022e+01
3.252111911773681641e+00,4.745836858149175441e+01
3.302112102508544922e+00,4.727747056867693232e+01
3.352112293243408203e+00,4.709657255586211022e+01
3.402112722396850586e+00,4.727747056867693232e+01
3.452112913131713867e+00,4.727747056867693232e+01
3.502113342285156250e+00,4.709657255586211022e+01
3.552113771438598633e+00,4.763926659430657651e+01
3.602113962173461914e+00,4.727747056867693232e+01
3.652114152908325195e+00,4.763926659430657651e+01
3.702114343643188477e+00,4.745836858149175441e+01
3.752114772796630859e+00,4.727747056867693232e+01
3.802114963531494141e+00,4.763926659430657651e+01
3.852115154266357422e+00,4.727747056867693232e+01
3.902115583419799805e+00,4.782016460712139860e+01
3.952116012573242188e+00,4.782016460712139860e+01
4.002116203308105469e+00,4.727747056867693232e+01
4.052116394042968750e+00,4.782016460712139860e+01
4.102116823196411133e+00,4.763926659430657651e+01
4.152117013931274414e+00,4.745836858149175441e+01
4.202117443084716797e+00,4.782016460712139860e+01
4.252117633819580078e+00,4.782016460712139860e+01
4.302117824554443359e+00,4.818196063275104279e+01
4.352118253707885742e+00,4.800106261993622070e+01
4.402118444442749023e+00,4.763926659430657651e+01
4.452118873596191406e+00,4.818196063275104279e+01
4.502119064331054688e+00,4.800106261993622070e+01
4.552119255065917969e+00,4.836285864556586489e+01
4.602119684219360352e+00,4.818196063275104279e+01
4.652119874954223633e+00,4.800106261993622070e+01
4.702120065689086914e+00,4.836285864556586489e+01
4.752120494842529297e+00,4.800106261993622070e+01
4.802120685577392578e+00,4.800106261993622070e+01
4.852121114730834961e+00,4.818196063275104279e+01
4.902121543884277344e+00,4.800106261993622070e+01
4.952122211456298828e+00,4.818196063275104279e+01
5.002122402191162109e+00,4.800106261993622070e+01
5.052122831344604492e+00,4.800106261993622070e+01
5.102123022079467773e+00,4.872462132593968676e+01
5.152123451232910156e+00,4.836285864556586489e+01
5.202123880386352539e+00,4.818196063275104279e+01
5.252124071121215820e+00,4.872462132593968676e+01
5.302124261856079102e+00,4.818196063275104279e+01
5.352124691009521484e+00,4.872462132593968676e+01
5.402125120162963867e+00,4.836285864556586489e+01
5.452125787734985352e+00,4.872462132593968676e+01
5.502125978469848633e+00,4.872462132593968676e+01
5.552126169204711914e+00,4.836285864556586489e+01
5.602126598358154297e+00,4.890551933875450885e+01
5.652127027511596680e+00,4.872462132593968676e+01
5.702127695083618164e+00,4.836285864556586489e+01
5.752127885818481445e+00,4.872462132593968676e+01
5.802128314971923828e+00,4.836285864556586489e+01
5.852128744125366211e+00,4.854372331312486466e+01
5.902128934860229492e+00,4.890551933875450885e+01
5.952129364013671875e+00,4.854372331312486466e+01
6.002129793167114258e+00,4.872462132593968676e+01
6.052129983901977539e+00,4.800106261993622070e+01
6.102130174636840820e+00,4.782016460712139860e+01
6.152130603790283203e+00,4.800106261993622070e+01
6.202130794525146484e+00,4.745836858149175441e+01
6.252130985260009766e+00,4.782016460712139860e+01
6.302131175994873047e+00,4.763926659430657651e+01
6.352131605148315430e+00,4.727747056867693232e+01
6.402131795883178711e+00,4.763926659430657651e+01
6.452131986618041992e+00,4.745836858149175441e+01
6.502132415771484375e+00,4.727747056867693232e+01
6.552132844924926758e+00,4.727747056867693232e+01
6.602133035659790039e+00,4.727747056867693232e+01
6.652133226394653320e+00,4.745836858149175441e+01
6.702133655548095703e+00,4.745836858149175441e+01
6.752133846282958984e+00,4.691567454304728813e+01
6.802134275436401367e+00,4.727747056867693232e+01
6.852161169052124023e+00,4.727747056867693232e+01
6.902161598205566406e+00,4.709657255586211022e+01
6.952161788940429688e+00,4.709657255586211022e+01
7.002162218093872070e+00,4.691567454304728813e+01
7.052162647247314453e+00,4.745836858149175441e+01
7.102163076400756836e+00,4.727747056867693232e+01
7.152163505554199219e+00,4.709657255586211022e+01
7.202163934707641602e+00,4.727747056867693232e+01
