1.066849231719970703e-01,1.531560937841455505e+01,1.000000000000000000e+02
2.119143009185791016e-01,2.219800348882074914e+01,1.000000000000000000e+02
2.943069934844970703e-01,2.853710334617774791e+01,1.000000000000000000e+02
3.546755313873291016e-01,3.179720231703111466e+01,1.000000000000000000e+02
4.158420562744140625e-01,3.704954694201062892e+01,1.000000000000000000e+02
4.806721210479736328e-01,4.139636779998566141e+01,1.000000000000000000e+02
5.308423042297363281e-01,4.501869628479430929e+01,1.000000000000000000e+02
5.884995460510253906e-01,4.791653239643657258e+01,1.000000000000000000e+02
6.391613483428955078e-01,5.153886088124522047e+01,1.000000000000000000e+02
6.969747543334960938e-01,5.552341888000915304e+01,1.000000000000000000e+02
7.567660808563232422e-01,5.914574736481780093e+01,1.000000000000000000e+02
8.206007480621337891e-01,6.313033870883755583e+01,1.000000000000000000e+02
8.742756843566894531e-01,6.711489670760148840e+01,1.000000000000000000e+02
9.398519992828369141e-01,7.218614324823126083e+01,1.000000000000000000e+02
9.923012256622314453e-01,7.562734030343436586e+01,1.000000000000000000e+02
1.047981500625610352e+00,7.888743927428772906e+01,1.000000000000000000e+02
1.106086730957031250e+00,8.540763721599445546e+01,1.000000000000000000e+02
1.162897348403930664e+00,9.120337612979062669e+01,1.000000000000000000e+02
1.219800233840942383e+00,9.555016364250984395e+01,1.000000000000000000e+02
1.271814584732055664e+00,9.826690166980236540e+01,1.000000000000000000e+02
1.325288057327270508e+00,1.027948206121271397e+02,1.000000000000000000e+02
1.375868797302246094e+00,1.065982471812855152e+02,1.000000000000000000e+02
1.425877809524536133e+00,1.104017070956997202e+02,1.000000000000000000e+02
1.481967687606811523e+00,1.140240355805083681e+02,1.000000000000000000e+02
1.533432006835937500e+00,1.176463640653170160e+02,1.000000000000000000e+02
1.586514711380004883e+00,1.209064630361703792e+02,1.000000000000000000e+02
1.641735553741455078e+00,1.247098896053287547e+02,1.000000000000000000e+02
1.693064689636230469e+00,1.268833000343162780e+02,1.000000000000000000e+02
1.743443489074707031e+00,1.297811694912143707e+02,1.000000000000000000e+02
1.798153400421142578e+00,1.323167760889013493e+02,1.000000000000000000e+02
1.856426954269409180e+00,1.350335474614497002e+02,1.000000000000000000e+02
1.907906532287597656e+00,1.370258264608316665e+02,1.000000000000000000e+02
1.959514141082763672e+00,1.406481549456403002e+02,1.000000000000000000e+02
2.010471105575561523e+00,1.419159749171116971e+02,1.000000000000000000e+02
2.061497211456298828e+00,1.424593025154167094e+02,1.000000000000000000e+02
2.119230508804321289e+00,1.451760405427092451e+02,1.000000000000000000e+02
2.177170991897583008e+00,1.478928119152575960e+02,1.000000000000000000e+02
2.228077650070190430e+00,1.475305824013023255e+02,1.000000000000000000e+02
2.283750534057617188e+00,1.468060900281359409e+02,1.000000000000000000e+02
2.340706110000610352e+00,1.453571719723148021e+02,1.000000000000000000e+02
2.398536443710327148e+00,1.437271224868881063e+02,1.000000000000000000e+02
2.456274747848510742e+00,1.397425644881241737e+02,1.000000000000000000e+02
2.506373405456542969e+00,1.431837615433272788e+02,1.000000000000000000e+02
2.557287931442260742e+00,1.386558759462583339e+02,1.000000000000000000e+02
2.612411022186279297e+00,1.341279570039335738e+02,1.000000000000000000e+02
2.669630289077758789e+00,1.290567104633038014e+02,1.000000000000000000e+02
2.727008342742919922e+00,1.247098896053287547e+02,1.000000000000000000e+02
